,body,head_wear,accessories,tail,teeth
446,Green_body,none,Cigar,Curved_Tail,none
447,Trippy_body,Spinner_hat,none,Flower_tail,Braces
448,Orange_body,none,none,Fanned_Tail,none
449,Red_body,Backwards_hat,none,Pointy_Tail,Human_Teeth
450,Blue_body,Backwards_hat,Goggles,Curved_Tail,none
451,Green_body,none,Wings,Fanned_Tail,Human_Teeth
452,Red_body,none,Balloon,Fanned_Tail,none
453,Scaled_ body,Backwards_hat,Balloon,Pointy_Tail,Shark_Teeth
454,Yellow_body,Fin,none,Curved_Tail,Buck_Tooth
455,Rainbow_body,Backwards_hat,Moustache,Fanned_Tail,Braces
456,Blue_body,Afro,none,Curved_Tail,Braces
457,Yellow_body,none,none,Fanned_Tail,none
458,Red_body,Umbrella_hat,Earring,Pointy_Tail,Buck_Tooth
459,Alien_body,none,none,Curved_Tail,none
460,Robot_body,none,none,Heart_Tail,Buck_Tooth
461,Red_body,none,none,Propeller_Tail,Shark_Teeth
462,Green_body,Fin,none,Pointy_Tail,Buck_Tooth
463,Yellow_body,Beanie,none,Curved_Tail,Buck_Tooth
464,Red_body,Umbrella_hat,none,Heart_Tail,none
465,Orange_body,Horns,Moustache,Pointy_Tail,none
466,Green_body,Afro,Moustache,Pointy_Tail,none
467,Blue_body,Backwards_hat,none,Curved_Tail,none
468,Robot_body,Horns,Goggles,Fanned_Tail,Human_Teeth
469,Green_body,Backwards_hat,Balloon,Pointy_Tail,none
470,Blue_body,none,none,Curved_Tail,Shark_Teeth
471,Red_body,none,Goggles,Dragon_Tail,none
472,Orange_body,none,Little_fish,Pointy_Tail,Shark_Teeth
473,Black_body,Horns,Balloon,Pointy_Tail,Buck_Tooth
474,Scaled_ body,none,Moustache,Jet_Tail,none
475,Black_body,Horns,Moustache,Flower_tail,Human_Teeth
476,Yellow_body,Backwards_hat,none,Curved_Tail,Buck_Tooth
477,Trippy_body,Spinner_hat,none,Propeller_Tail,Human_Teeth
478,Alien_body,Beanie,none,Fanned_Tail,Shark_Teeth
479,Green_body,none,Little_fish,Pointy_Tail,none
480,Gold_body,none,none,Heart_Tail,none
481,Red_body,Beanie,none,Propeller_Tail,none
482,Red_body,Backwards_hat,Cigar,Flower_tail,Buck_Tooth
483,Alien_body,Beanie,Earring,Pointy_Tail,Human_Teeth
484,Blue_body,Horns,none,Curved_Tail,Buck_Tooth
485,Blue_body,none,none,Pointy_Tail,Human_Teeth
486,Red_body,Horns,none,Curved_Tail,Human_Teeth
487,Scaled_ body,none,none,Dragon_Tail,none
488,Red_body,Horns,none,Propeller_Tail,Braces
489,Blue_body,Backwards_hat,Earring,Flower_tail,Human_Teeth
490,Orange_body,Umbrella_hat,none,Dragon_Tail,none
491,Yellow_body,Horns,none,Fanned_Tail,Human_Teeth
492,Scaled_ body,Backwards_hat,Earring,Dragon_Tail,Shark_Teeth
493,Blue_body,Afro,Earring,Curved_Tail,Human_Teeth
494,Scaled_ body,none,Balloon,Flower_tail,none
495,Blue_body,Afro,none,Curved_Tail,Buck_Tooth
496,Yellow_body,none,none,Pointy_Tail,Buck_Tooth
497,Blue_body,Beanie,Little_fish,Propeller_Tail,Human_Teeth
498,Scaled_ body,Fin,Earring,Pointy_Tail,Braces
499,Scaled_ body,Top_hat,none,Fanned_Tail,Buck_Tooth
500,Blue_body,Beanie,none,Pointy_Tail,Buck_Tooth
501,Robot_body,none,Cigar,Curved_Tail,none
502,Orange_body,Horns,Balloon,Curved_Tail,none
503,Yellow_body,none,none,Flower_tail,none
504,Alien_body,Backwards_hat,Earring,Flower_tail,Human_Teeth
505,Trippy_body,Fin,Moustache,Fanned_Tail,none
506,Blue_body,Fin,none,Flower_tail,Gold_grill
507,Orange_body,Beanie,Balloon,Pointy_Tail,Shark_Teeth
508,Blue_body,Beanie,Balloon,Flower_tail,Braces
509,Scaled_ body,Backwards_hat,Moustache,Pointy_Tail,none
510,Blue_body,Backwards_hat,none,Heart_Tail,Human_Teeth
511,Blue_body,Fin,Earring,Fanned_Tail,Braces
512,Orange_body,Horns,Earring,Fanned_Tail,Buck_Tooth
513,Blue_body,Backwards_hat,none,Propeller_Tail,Human_Teeth
514,Red_body,none,Moustache,Propeller_Tail,Buck_Tooth
515,Green_body,none,Goggles,Fanned_Tail,none
516,Green_body,Top_hat,Cigar,Flower_tail,Buck_Tooth
517,Blue_body,Beanie,Moustache,Pointy_Tail,Buck_Tooth
518,Green_body,Backwards_hat,Balloon,Flower_tail,Buck_Tooth
519,Red_body,Spinner_hat,none,Heart_Tail,Human_Teeth
520,Green_body,Backwards_hat,Earring,Dragon_Tail,Shark_Teeth
521,Red_body,none,none,Heart_Tail,Shark_Teeth
522,Orange_body,Backwards_hat,Cigar,Dragon_Tail,Human_Teeth
523,Blue_body,none,none,Propeller_Tail,Buck_Tooth
524,Scaled_ body,Beanie,Goggles,Heart_Tail,Shark_Teeth
525,Red_body,Backwards_hat,Earring,Flower_tail,Buck_Tooth
526,Orange_body,Beanie,none,Curved_Tail,Buck_Tooth
527,Rainbow_body,Beanie,none,Heart_Tail,Braces
528,Scaled_ body,Umbrella_hat,none,Flower_tail,Braces
529,Green_body,Backwards_hat,none,Curved_Tail,none
530,Scaled_ body,none,Earring,Dragon_Tail,none
531,Blue_body,Fin,none,Heart_Tail,Buck_Tooth
532,Blue_body,Afro,none,Dragon_Tail,none
533,Black_body,none,Cigar,Fanned_Tail,Buck_Tooth
534,Yellow_body,none,Cigar,Fanned_Tail,none
535,Green_body,Beanie,none,Curved_Tail,Human_Teeth
536,Green_body,Horns,Earring,Fanned_Tail,Shark_Teeth
537,Green_body,none,none,Dragon_Tail,Buck_Tooth
538,Yellow_body,Afro,none,Pointy_Tail,Human_Teeth
539,Yellow_body,none,Cigar,Heart_Tail,Human_Teeth
540,Green_body,none,Balloon,Flower_tail,Braces
541,Scaled_ body,none,none,Curved_Tail,none
542,Green_body,none,Balloon,Pointy_Tail,none
543,Robot_body,none,none,Jet_Tail,none
544,Rainbow_body,none,none,Pointy_Tail,none
545,Red_body,none,none,Pointy_Tail,Human_Teeth
546,Green_body,none,none,Flower_tail,none
547,Yellow_body,Backwards_hat,Wings,Pointy_Tail,Shark_Teeth
548,Blue_body,none,Goggles,Heart_Tail,Human_Teeth
549,Red_body,none,Moustache,Flower_tail,Gold_grill
550,Blue_body,Fin,Wings,Dragon_Tail,none
551,Robot_body,Backwards_hat,Wings,Pointy_Tail,Buck_Tooth
552,Blue_body,Beanie,none,Propeller_Tail,Shark_Teeth
553,Red_body,Beanie,Cigar,Jet_Tail,Buck_Tooth
554,Red_body,Backwards_hat,Earring,Dragon_Tail,Buck_Tooth
555,Red_body,Spinner_hat,none,Heart_Tail,none
556,Orange_body,none,Cigar,Curved_Tail,none
557,Red_body,none,Moustache,Dragon_Tail,Braces
558,Robot_body,none,Goggles,Heart_Tail,Buck_Tooth
559,Red_body,none,Goggles,Pointy_Tail,Human_Teeth
560,Green_body,none,none,Fanned_Tail,none
561,Yellow_body,none,Balloon,Curved_Tail,none
562,Orange_body,Horns,Earring,Fanned_Tail,none
563,Red_body,none,none,Pointy_Tail,Buck_Tooth
564,Green_body,Beanie,none,Heart_Tail,Shark_Teeth
565,Blue_body,Beanie,none,Heart_Tail,none
566,Red_body,none,Earring,Heart_Tail,Shark_Teeth
567,Orange_body,Top_hat,Balloon,Dragon_Tail,Buck_Tooth
568,Robot_body,Beanie,Earring,Jet_Tail,Shark_Teeth
569,Yellow_body,Backwards_hat,none,Dragon_Tail,Human_Teeth
570,Red_body,Fin,none,Heart_Tail,none
571,Blue_body,none,none,Jet_Tail,Buck_Tooth
572,Alien_body,Beanie,none,Curved_Tail,Buck_Tooth
573,Yellow_body,Beanie,Wings,Fanned_Tail,none
574,Green_body,none,Moustache,Heart_Tail,Buck_Tooth
575,Green_body,Umbrella_hat,Balloon,Flower_tail,Braces
576,Yellow_body,none,Goggles,Curved_Tail,Human_Teeth
577,Blue_body,Beanie,Cigar,Fanned_Tail,Human_Teeth
578,Scaled_ body,Beanie,Goggles,Fanned_Tail,Human_Teeth
579,Orange_body,Backwards_hat,Earring,Jet_Tail,none
580,Scaled_ body,none,Cigar,Flower_tail,none
581,Red_body,Beanie,Little_fish,Curved_Tail,Shark_Teeth
582,Rainbow_body,Backwards_hat,none,Fanned_Tail,Buck_Tooth
583,Blue_body,none,Cigar,Heart_Tail,Shark_Teeth
584,Orange_body,none,none,Pointy_Tail,Shark_Teeth
585,Orange_body,none,Moustache,Curved_Tail,Gold_grill
586,Green_body,Beanie,Earring,Propeller_Tail,Buck_Tooth
587,Red_body,Backwards_hat,Earring,Heart_Tail,Shark_Teeth
588,Yellow_body,Fin,none,Flower_tail,Braces
589,Yellow_body,Backwards_hat,none,Fanned_Tail,Buck_Tooth
590,Red_body,Beanie,Moustache,Propeller_Tail,Buck_Tooth
591,Orange_body,Backwards_hat,Cigar,Pointy_Tail,Braces
592,Orange_body,Beanie,none,Fanned_Tail,none
593,Rainbow_body,none,none,Heart_Tail,Shark_Teeth
594,Scaled_ body,Backwards_hat,Balloon,Flower_tail,Braces
595,Green_body,Horns,none,Heart_Tail,Buck_Tooth
596,Black_body,Umbrella_hat,none,Dragon_Tail,Braces
597,Green_body,Backwards_hat,none,Pointy_Tail,none
598,Red_body,Afro,Cigar,Fanned_Tail,none
599,Green_body,Horns,Wings,Jet_Tail,Human_Teeth
600,Green_body,none,Moustache,Curved_Tail,Buck_Tooth
601,Rainbow_body,Umbrella_hat,none,Pointy_Tail,Braces
602,Rainbow_body,none,Goggles,Fanned_Tail,Human_Teeth
603,Robot_body,Fin,none,Pointy_Tail,none
604,Yellow_body,Backwards_hat,Earring,Heart_Tail,Shark_Teeth
605,Trippy_body,Fin,Earring,Curved_Tail,Human_Teeth
606,Yellow_body,Backwards_hat,none,Pointy_Tail,Braces
607,Black_body,Beanie,Wings,Pointy_Tail,Braces
608,Red_body,none,Earring,Pointy_Tail,Gold_grill
609,Green_body,Beanie,Earring,Heart_Tail,Buck_Tooth
610,Green_body,Beanie,none,Heart_Tail,Buck_Tooth
611,Green_body,Top_hat,Earring,Curved_Tail,none
612,Blue_body,none,Wings,Dragon_Tail,none
613,Alien_body,none,Earring,Curved_Tail,Buck_Tooth
614,Alien_body,Horns,Earring,Curved_Tail,Buck_Tooth
615,Green_body,Umbrella_hat,none,Jet_Tail,Buck_Tooth
616,Trippy_body,Backwards_hat,Earring,Jet_Tail,Buck_Tooth
617,Green_body,Backwards_hat,Wings,Curved_Tail,none
618,Robot_body,none,Wings,Fanned_Tail,Gold_grill
619,Green_body,Top_hat,none,Flower_tail,Gold_grill
620,Blue_body,Horns,none,Pointy_Tail,Buck_Tooth
621,Blue_body,none,Little_fish,Jet_Tail,Buck_Tooth
622,Scaled_ body,none,Moustache,Pointy_Tail,Shark_Teeth
623,Scaled_ body,Umbrella_hat,Goggles,Flower_tail,Shark_Teeth
624,Yellow_body,none,none,Curved_Tail,Shark_Teeth
625,Red_body,Backwards_hat,none,Fanned_Tail,Shark_Teeth
626,Green_body,Backwards_hat,Cigar,Pointy_Tail,Buck_Tooth
627,Black_body,none,Cigar,Fanned_Tail,Braces
628,Red_body,Umbrella_hat,Wings,Fanned_Tail,Shark_Teeth
629,Red_body,Afro,none,Pointy_Tail,none
630,Rainbow_body,none,none,Propeller_Tail,Shark_Teeth
631,Yellow_body,Afro,Cigar,Heart_Tail,Braces
632,Scaled_ body,Beanie,Wings,Fanned_Tail,Buck_Tooth
633,Blue_body,none,none,Flower_tail,Shark_Teeth
634,Green_body,Beanie,Cigar,Pointy_Tail,Braces
635,Orange_body,Afro,none,Flower_tail,Human_Teeth
636,Alien_body,Horns,none,Fanned_Tail,Shark_Teeth
637,Green_body,none,Moustache,Flower_tail,Shark_Teeth
638,Yellow_body,Horns,none,Pointy_Tail,none
639,Red_body,Fin,none,Curved_Tail,Shark_Teeth
640,Orange_body,none,Goggles,Dragon_Tail,Shark_Teeth
641,Red_body,Horns,none,Heart_Tail,Shark_Teeth
642,Green_body,Beanie,none,Pointy_Tail,Human_Teeth
643,Yellow_body,Spinner_hat,Wings,Pointy_Tail,Buck_Tooth
644,Green_body,Backwards_hat,none,Flower_tail,Buck_Tooth
645,Yellow_body,Backwards_hat,none,Dragon_Tail,Shark_Teeth
646,Orange_body,Horns,none,Curved_Tail,Human_Teeth
647,Blue_body,Backwards_hat,Cigar,Heart_Tail,none
648,Green_body,Backwards_hat,Earring,Heart_Tail,Shark_Teeth
649,Orange_body,Afro,none,Fanned_Tail,none
650,Orange_body,Beanie,none,Heart_Tail,Shark_Teeth
651,Orange_body,Umbrella_hat,none,Jet_Tail,Shark_Teeth
652,Green_body,none,none,Pointy_Tail,Shark_Teeth
653,Robot_body,Beanie,Cigar,Curved_Tail,Human_Teeth
654,Blue_body,Afro,none,Fanned_Tail,Shark_Teeth
655,Green_body,Afro,Cigar,Curved_Tail,Buck_Tooth
656,Rainbow_body,Afro,Goggles,Heart_Tail,Buck_Tooth
657,Scaled_ body,Beanie,Wings,Pointy_Tail,none
658,Blue_body,Umbrella_hat,none,Pointy_Tail,none
659,Red_body,Fin,none,Curved_Tail,Braces
660,Robot_body,Fin,Moustache,Heart_Tail,Shark_Teeth
661,Yellow_body,Backwards_hat,Balloon,Dragon_Tail,none
662,Red_body,none,Moustache,Heart_Tail,Gold_grill
663,Yellow_body,Beanie,Little_fish,Pointy_Tail,Shark_Teeth
664,Trippy_body,Beanie,none,Flower_tail,Shark_Teeth
665,Green_body,none,Balloon,Jet_Tail,Braces
666,Alien_body,none,Cigar,Fanned_Tail,Buck_Tooth
667,Orange_body,Fin,Wings,Heart_Tail,Buck_Tooth
668,Green_body,Backwards_hat,none,Heart_Tail,none
669,Green_body,none,Earring,Propeller_Tail,Braces
670,Yellow_body,Afro,Earring,Pointy_Tail,Buck_Tooth
671,Blue_body,Top_hat,Cigar,Curved_Tail,Shark_Teeth
672,Green_body,Backwards_hat,none,Flower_tail,none
673,Blue_body,none,Cigar,Fanned_Tail,none
674,Red_body,Beanie,Balloon,Propeller_Tail,Shark_Teeth
675,Red_body,Afro,none,Flower_tail,Buck_Tooth
676,Yellow_body,Umbrella_hat,Balloon,Fanned_Tail,Shark_Teeth
677,Robot_body,Backwards_hat,none,Curved_Tail,Human_Teeth
678,Yellow_body,Backwards_hat,none,Flower_tail,Human_Teeth
679,Blue_body,Umbrella_hat,Balloon,Propeller_Tail,none
680,Green_body,Backwards_hat,Wings,Pointy_Tail,Braces
681,Orange_body,none,Earring,Pointy_Tail,none
682,Blue_body,Beanie,Goggles,Jet_Tail,Shark_Teeth
683,Yellow_body,Backwards_hat,Goggles,Propeller_Tail,Shark_Teeth
684,Green_body,Backwards_hat,Moustache,Curved_Tail,Braces
685,Orange_body,Beanie,none,Flower_tail,Shark_Teeth
686,Green_body,none,Wings,Fanned_Tail,none
687,Blue_body,Spinner_hat,Goggles,Heart_Tail,Braces
688,Alien_body,Backwards_hat,Earring,Flower_tail,Shark_Teeth
689,Green_body,Fin,Cigar,Fanned_Tail,Braces
690,Rainbow_body,none,Moustache,Flower_tail,none
691,Gold_body,Umbrella_hat,none,Heart_Tail,none
692,Red_body,none,Earring,Curved_Tail,Buck_Tooth
693,Yellow_body,none,none,Pointy_Tail,Shark_Teeth
694,Blue_body,none,Earring,Pointy_Tail,Buck_Tooth
695,Blue_body,Umbrella_hat,Wings,Curved_Tail,none
696,Alien_body,Backwards_hat,Little_fish,Propeller_Tail,Shark_Teeth
697,Yellow_body,Beanie,Balloon,Flower_tail,Human_Teeth
698,Orange_body,Fin,none,Heart_Tail,Buck_Tooth
699,Green_body,none,none,Flower_tail,Human_Teeth
700,Scaled_ body,Fin,none,Pointy_Tail,Buck_Tooth
701,Yellow_body,Beanie,Little_fish,Fanned_Tail,Shark_Teeth
702,Green_body,Afro,none,Curved_Tail,Buck_Tooth
703,Blue_body,none,Moustache,Pointy_Tail,Buck_Tooth
704,Red_body,Backwards_hat,none,Pointy_Tail,Braces
705,Green_body,none,Moustache,Pointy_Tail,none
706,Orange_body,none,Wings,Pointy_Tail,Shark_Teeth
707,Yellow_body,Spinner_hat,none,Propeller_Tail,none
708,Scaled_ body,Umbrella_hat,Earring,Heart_Tail,Braces
709,Green_body,Backwards_hat,Earring,Fanned_Tail,Shark_Teeth
710,Green_body,Fin,Balloon,Propeller_Tail,Buck_Tooth
711,Blue_body,Backwards_hat,none,Heart_Tail,Buck_Tooth
712,Scaled_ body,Backwards_hat,Balloon,Flower_tail,Buck_Tooth
713,Scaled_ body,Top_hat,Earring,Flower_tail,Buck_Tooth
714,Green_body,Backwards_hat,Earring,Pointy_Tail,Braces
715,Yellow_body,Beanie,none,Flower_tail,Buck_Tooth
716,Orange_body,none,none,Curved_Tail,Braces
717,Red_body,Umbrella_hat,none,Heart_Tail,Shark_Teeth
718,Orange_body,none,Cigar,Curved_Tail,Shark_Teeth
719,Trippy_body,Afro,Cigar,Curved_Tail,Buck_Tooth
720,Yellow_body,none,Cigar,Heart_Tail,none
721,Orange_body,Beanie,Cigar,Curved_Tail,none
722,Scaled_ body,Umbrella_hat,Earring,Heart_Tail,none
723,Blue_body,Spinner_hat,Moustache,Propeller_Tail,Buck_Tooth
724,Green_body,Backwards_hat,Cigar,Curved_Tail,Buck_Tooth
725,Red_body,Afro,Moustache,Flower_tail,none
726,Scaled_ body,Beanie,Moustache,Pointy_Tail,none
727,Blue_body,Beanie,Cigar,Flower_tail,Buck_Tooth
728,Rainbow_body,none,Balloon,Fanned_Tail,Braces
729,Rainbow_body,Fin,none,Heart_Tail,Shark_Teeth
730,Green_body,Spinner_hat,Moustache,Fanned_Tail,Buck_Tooth
731,Green_body,Beanie,Moustache,Flower_tail,Shark_Teeth
732,Blue_body,Fin,none,Curved_Tail,Shark_Teeth
733,Green_body,Afro,none,Curved_Tail,Shark_Teeth
734,Orange_body,Beanie,Earring,Fanned_Tail,none
735,Green_body,Umbrella_hat,Goggles,Pointy_Tail,none
736,Scaled_ body,Beanie,none,Fanned_Tail,Buck_Tooth
737,Yellow_body,Backwards_hat,Cigar,Fanned_Tail,Buck_Tooth
738,Red_body,Fin,Little_fish,Heart_Tail,none
739,Green_body,Fin,none,Heart_Tail,Braces
740,Blue_body,none,Wings,Heart_Tail,Gold_grill
741,Red_body,Backwards_hat,Cigar,Flower_tail,Human_Teeth
742,Orange_body,Umbrella_hat,Cigar,Pointy_Tail,Buck_Tooth
743,Red_body,Beanie,Cigar,Dragon_Tail,none
744,Green_body,none,Earring,Curved_Tail,none
745,Orange_body,Backwards_hat,none,Curved_Tail,none
746,Rainbow_body,Beanie,Balloon,Pointy_Tail,Braces
747,Red_body,Beanie,Goggles,Fanned_Tail,Braces
748,Rainbow_body,Afro,none,Fanned_Tail,none
749,Robot_body,Afro,Wings,Flower_tail,Human_Teeth
750,Robot_body,Backwards_hat,Wings,Flower_tail,Shark_Teeth
751,Green_body,Backwards_hat,Wings,Curved_Tail,Buck_Tooth
752,Orange_body,none,none,Pointy_Tail,Buck_Tooth
753,Gold_body,Beanie,Wings,Jet_Tail,none
754,Blue_body,none,none,Curved_Tail,Buck_Tooth
755,Green_body,none,Balloon,Flower_tail,Shark_Teeth
756,Blue_body,none,Cigar,Heart_Tail,Braces
757,Yellow_body,none,none,Fanned_Tail,Shark_Teeth
758,Green_body,Beanie,Wings,Pointy_Tail,Human_Teeth
759,Trippy_body,none,Little_fish,Dragon_Tail,none
760,Red_body,none,Goggles,Dragon_Tail,Human_Teeth
761,Blue_body,Backwards_hat,Earring,Curved_Tail,Shark_Teeth
762,Blue_body,none,Goggles,Flower_tail,Braces
763,Blue_body,none,Goggles,Jet_Tail,Human_Teeth
764,Rainbow_body,Top_hat,none,Flower_tail,Human_Teeth
765,Trippy_body,Horns,Moustache,Propeller_Tail,Braces
766,Yellow_body,Backwards_hat,Earring,Pointy_Tail,none
767,Rainbow_body,Afro,none,Flower_tail,Human_Teeth
768,Rainbow_body,Umbrella_hat,Little_fish,Flower_tail,Shark_Teeth
769,Scaled_ body,Afro,Goggles,Curved_Tail,Buck_Tooth
770,Alien_body,Beanie,none,Pointy_Tail,Braces
771,Blue_body,Afro,Earring,Flower_tail,Human_Teeth
772,Orange_body,none,none,Heart_Tail,Human_Teeth
773,Red_body,Backwards_hat,none,Curved_Tail,Braces
774,Red_body,none,none,Pointy_Tail,none
775,Yellow_body,Backwards_hat,Moustache,Propeller_Tail,Buck_Tooth
776,Trippy_body,Beanie,Goggles,Heart_Tail,none
777,Blue_body,none,none,Fanned_Tail,none
778,Orange_body,Afro,none,Curved_Tail,Buck_Tooth
779,Orange_body,Beanie,none,Propeller_Tail,Buck_Tooth
780,Scaled_ body,Horns,none,Curved_Tail,Shark_Teeth
781,Orange_body,Umbrella_hat,Moustache,Fanned_Tail,Shark_Teeth
782,Trippy_body,Backwards_hat,Earring,Pointy_Tail,Human_Teeth
783,Green_body,none,Goggles,Fanned_Tail,Buck_Tooth
784,Green_body,Beanie,Balloon,Heart_Tail,Buck_Tooth
785,Alien_body,none,Moustache,Pointy_Tail,Buck_Tooth
786,Yellow_body,none,Balloon,Flower_tail,Buck_Tooth
787,Green_body,Beanie,Moustache,Fanned_Tail,Shark_Teeth
788,Yellow_body,Afro,Earring,Propeller_Tail,Buck_Tooth
789,Gold_body,Spinner_hat,Little_fish,Fanned_Tail,Braces
790,Blue_body,Backwards_hat,none,Pointy_Tail,Shark_Teeth
791,Black_body,Umbrella_hat,none,Pointy_Tail,Braces
792,Red_body,Backwards_hat,none,Heart_Tail,Buck_Tooth
793,Black_body,Backwards_hat,Balloon,Fanned_Tail,none
794,Yellow_body,none,none,Heart_Tail,Buck_Tooth
795,Rainbow_body,Backwards_hat,Wings,Heart_Tail,none
796,Rainbow_body,none,none,Jet_Tail,none
797,Yellow_body,Fin,Earring,Dragon_Tail,Buck_Tooth
798,Yellow_body,none,Cigar,Pointy_Tail,Buck_Tooth
799,Rainbow_body,Top_hat,none,Fanned_Tail,Braces
800,Green_body,Spinner_hat,Earring,Pointy_Tail,Buck_Tooth
801,Scaled_ body,Beanie,none,Pointy_Tail,Shark_Teeth
802,Trippy_body,none,Wings,Pointy_Tail,Human_Teeth
803,Orange_body,Spinner_hat,Earring,Jet_Tail,Gold_grill
804,Blue_body,Afro,Wings,Curved_Tail,none
805,Red_body,Afro,Goggles,Propeller_Tail,Gold_grill
806,Orange_body,none,Little_fish,Curved_Tail,Gold_grill
807,Red_body,Afro,Wings,Fanned_Tail,none
808,Red_body,Beanie,none,Fanned_Tail,Shark_Teeth
809,Red_body,none,Cigar,Curved_Tail,none
810,Yellow_body,Spinner_hat,Goggles,Pointy_Tail,none
811,Red_body,none,Earring,Flower_tail,Buck_Tooth
812,Green_body,Horns,Wings,Fanned_Tail,Shark_Teeth
813,Green_body,none,Earring,Pointy_Tail,Human_Teeth
814,Red_body,Afro,none,Fanned_Tail,Human_Teeth
815,Trippy_body,Fin,Earring,Pointy_Tail,Buck_Tooth
816,Red_body,Beanie,Earring,Curved_Tail,Human_Teeth
817,Blue_body,Beanie,Earring,Fanned_Tail,Buck_Tooth
818,Orange_body,Backwards_hat,none,Fanned_Tail,Gold_grill
819,Scaled_ body,none,none,Fanned_Tail,Shark_Teeth
820,Yellow_body,Beanie,none,Heart_Tail,Buck_Tooth
821,Trippy_body,Horns,none,Flower_tail,Shark_Teeth
822,Blue_body,none,none,Dragon_Tail,none
823,Scaled_ body,Beanie,Goggles,Fanned_Tail,Shark_Teeth
824,Robot_body,Spinner_hat,Wings,Curved_Tail,Buck_Tooth
825,Yellow_body,Beanie,Moustache,Pointy_Tail,none
826,Blue_body,Beanie,Earring,Jet_Tail,Buck_Tooth
827,Orange_body,none,Wings,Fanned_Tail,none
828,Red_body,Beanie,none,Pointy_Tail,Human_Teeth
829,Rainbow_body,Beanie,none,Pointy_Tail,Buck_Tooth
830,Blue_body,Beanie,Earring,Pointy_Tail,Buck_Tooth
831,Robot_body,Afro,Earring,Heart_Tail,Shark_Teeth
832,Orange_body,Horns,Wings,Flower_tail,Shark_Teeth
833,Yellow_body,Umbrella_hat,none,Heart_Tail,none
834,Red_body,Horns,none,Dragon_Tail,Buck_Tooth
835,Green_body,none,Earring,Pointy_Tail,Buck_Tooth
836,Yellow_body,Horns,none,Fanned_Tail,none
837,Rainbow_body,Umbrella_hat,none,Curved_Tail,Shark_Teeth
838,Red_body,Afro,Goggles,Flower_tail,Shark_Teeth
839,Red_body,Fin,Goggles,Curved_Tail,Gold_grill
840,Blue_body,Horns,Cigar,Jet_Tail,Human_Teeth
841,Orange_body,Backwards_hat,Cigar,Curved_Tail,Buck_Tooth
842,Trippy_body,Fin,Balloon,Curved_Tail,Buck_Tooth
843,Red_body,Fin,none,Pointy_Tail,Shark_Teeth
844,Blue_body,Fin,none,Curved_Tail,none
845,Blue_body,Umbrella_hat,Wings,Dragon_Tail,none
846,Blue_body,Umbrella_hat,Goggles,Fanned_Tail,Braces
847,Green_body,Spinner_hat,Goggles,Fanned_Tail,none
848,Orange_body,none,none,Fanned_Tail,Buck_Tooth
849,Green_body,Afro,none,Fanned_Tail,Buck_Tooth
850,Rainbow_body,Backwards_hat,Earring,Curved_Tail,Buck_Tooth
851,Yellow_body,Horns,none,Heart_Tail,Shark_Teeth
852,Yellow_body,Backwards_hat,none,Flower_tail,Buck_Tooth
853,Yellow_body,none,Cigar,Flower_tail,none
854,Red_body,none,Earring,Flower_tail,Human_Teeth
855,Orange_body,none,Earring,Curved_Tail,Braces
856,Orange_body,Backwards_hat,none,Heart_Tail,Shark_Teeth
857,Black_body,none,Cigar,Heart_Tail,Human_Teeth
858,Scaled_ body,none,none,Heart_Tail,Buck_Tooth
859,Yellow_body,none,Earring,Heart_Tail,Shark_Teeth
860,Yellow_body,Horns,Goggles,Fanned_Tail,Human_Teeth
861,Blue_body,Beanie,none,Heart_Tail,Braces
862,Alien_body,Backwards_hat,Moustache,Heart_Tail,Human_Teeth
863,Yellow_body,Fin,none,Jet_Tail,none
864,Scaled_ body,Afro,none,Fanned_Tail,none
865,Robot_body,Beanie,Cigar,Pointy_Tail,Braces
866,Orange_body,none,Balloon,Heart_Tail,Shark_Teeth
867,Red_body,none,Goggles,Curved_Tail,none
